Frequency,Nominal,Min,Max
50.578972712994926,0.002346177112079467,0.002279447249797595,0.0024129463599065052
51.75710833396719,0.0023161207919868312,0.0022461213577625923,0.0023858838196781267
52.96268625886444,0.0022865503036560843,0.0022133051446871156,0.00236008736945134
54.19634570106017,0.0022575321569393656,0.002181059278707672,0.0023348517959698415
55.45874076312004,0.0022291346638910734,0.0021494451754976137,0.0023102532698846957
56.75054078361574,0.002201428011794144,0.0021185250118347936,0.002286371196389497
58.072430692017114,0.0021744843689681095,0.0020883617668538395,0.0022632884259289896
59.425111371850896,0.0021483780281945867,0.002059019294368515,0.0022410915128990364
60.809300032318376,0.0021231855930021136,0.0020305624298444127,0.0022198710297550634
62.22573058856923,0.0020989862124876934,0.002003057135804382,0.002199721944693768
63.675154050833044,0.002075861870915483,0.0019765706897473907,0.002180744071987355
65.15833892261493,0.0020538977389216013,0.0019511719189741206,0.0021630426050433865
66.67607160816615,0.002033182593871306,0.001926931487130512,0.0021467287433787714
68.22915682944617,0.002013809317734603,0.001903922237774462,0.002131920425931484
69.81841805279682,0.0019958754817877566,0.0018822196008497242,0.002118743184515344
71.44469792555508,0.0019794840285067817,0.0018619020686560604,0.0021073311326552393
73.10885872283585,0.0019647440622197867,0.001843051748722124,0.00209782810659535
74.8117828047216,0.0019517717614081745,0.0018257550019303139,0.0020903889767752556
76.55437308410144,0.0019406914269516778,0.0018101031753223014,0.0020851811494677157
78.33755350540739,0.0019316366820774117,0.001796193440224563,0.0020823862793222935
80.162269534502,0.0019247518411942578,0.0017841297476537833,0.0020822022139931214
82.02948865997689,0.001920193466038436,0.0017740239143793524,0.0020848451912923584
83.94020090612794,0.001918132128338589,0.0017659968544416144,0.002090552306787116
85.89541935787932,0.001918754398305146,0.001760179972303281,0.00209958426421548
87.89618069793454,0.0019222650768945108,0.0017567167349202587,0.002112228411028529
89.94354575643929,0.0019288896864139166,0.0017557644406594147,0.002128802044318909
92.03860007344768,0.0019388772271701506,0.0017574962027488612,0.0021496559448799376
94.1824544744899,0.0019525031958567151,0.0017621031632083174,0.0021751780540777248
96.37624565954667,0.0019700728414468716,0.0017697969491357992,0.002205797142314123
98.62113680574255,0.0019919246026881394,0.0017808123754442721,0.0022419862186531998
100.9183181840779,0.0020184336222041264,0.0017954103847354758,0.002284265284019406
103.26900779052632,0.0020500151576039664,0.0018138811931237733,0.0023332028150606105
105.67445199183219,0.0020871275985261672,0.0018365475762784824,0.002389415054854654
108.13592618635086,0.0021302746340672884,0.001863768176863066,0.0024535617449621817
110.65473548028172,0.002180005875853476,0.0018959406342522597,0.002526336317630256
113.2322153796528,0.002236914898991475,0.0019335042179697913,0.002608447730525677
115.86973249842374,0.0023016331796309086,0.00197694147090405,0.0027005900302881866
118.56868528308256,0.002374817741005838,0.0020267781144363535,0.0028033943714877714
121.33050475412057,0.0024571294267891836,0.0020835801054075584,0.002917356679086509
124.1566552647783,0.0025491975751893684,0.0021479462277388655,0.0030427326975976544
127.04863527746504,0.002651565494514121,0.002220493908139934,0.003179391439472131
130.00797815826337,0.002764609684771682,0.0023018350284301514,0.0033266192258499558
133.03625298994027,0.00288842458984276,0.0023925373531085096,0.0034828716211591122
136.13506540389537,0.003022664596847777,0.002493065851739292,0.0036454825059616383
139.30605843148825,0.0031663374684118627,0.0026036968654780204,0.003810361562861605
142.5509133751952,0.003317550683132496,0.002724397210609441,0.00397174525540497
145.87135070005806,0.0034732272710871117,0.0028546608550487572,0.004122108044155562
149.2691309458977,0.0036288334008873725,0.00299329935329472,0.004252374863447212
152.74605566077537,0.0037781960468176827,0.003138191190188382,0.0043525726820355035
156.30396835619746,0.003913527799345449,0.0032860124634709153,0.004412980822402496
159.94475548456958,0.004025796759376818,0.0034319989664983916,0.004425669032454371
163.67034743941878,0.00410554921265231,0.0035698257708849344,0.004425982519542268
167.4827195789135,0.004144180118619892,0.0036917240463535048,0.004406345138431578
171.38389327322486,0.004135455397534612,0.0037889623420837176,0.004398844845820205
175.37593697628367,0.004076893047167999,0.0038320645870725495,0.004333280288689088
179.46096732250226,0.003970536020046601,0.003618322766927271,0.004212941675701141
183.64115024904194,0.0038227977696710714,0.003388575686141273,0.004102075487914963
187.9187021442217,0.003643395589578053,0.0031540658434710675,0.003984484818864846
192.2958910226764,0.0034437281538302524,0.0029241312841709064,0.003860994226057385
196.77503772788833,0.003235209285498453,0.002705773096083939,0.003728195488398095
201.35851716272913,0.003027982708222476,0.0025037102771997073,0.0035718704449417696
206.04875954866466,0.002830211604861521,0.0023207272826773276,0.0034035049059461656
210.84825171429068,0.0026479120418884585,0.0021581381642074185,0.003234308193156961
215.75953841388215,0.0024851722362762767,0.002016248343484754,0.003074228029214573
220.78522367665576,0.0023445766661777394,0.001894753103378426,0.002931534561376872
225.92797218746068,0.0022276939400905785,0.0017930541176774122,0.0028128998221923105
231.1905106996296,0.0021355457760077554,0.001710499822264068,0.002723816350049929
236.57562948073968,0.002069024896499825,0.0016465666159335942,0.002669203031507363
242.0861837920491,0.00202926349008459,0.0016010012282610703,0.0026540915788083553
247.7250954023945,0.0020179724258711745,0.001573944334993875,0.002684329765163448
253.49535413735157,0.002037778427530553,0.0015660542455527141,0.0027672423562660558
259.40001946447995,0.002092583141952316,0.0015786484721284125,0.0029121140569868618
265.44222211549356,0.002187948596721257,0.0016138802797518767,0.003130116450527359
271.62516574621594,0.0023314571685633485,0.001674965453779643,0.0034327333309128686
277.9521286352011,0.0025328491446453046,0.0017664669997744624,0.00382666492014611
